c,#,Game,Release date,Price,Score rank(Userscore / Metascore),Owners X Price,Owners,plus minus,Players,plus minus,Avg Playtime,Median Playtime
1,1452,Gladiator Trainer,11/25/2016,$1.99,N/A (N/A),"25,926","13,028","±3,261","4,058","±1,820",2:09:00,2:09:00
1,438,CASE: Animatronics,8/3/2016,$9.99,67% (87%),"128,022","12,815","±3,234","10,038","±2,863",3:14:00,0:58:00
1,573,Abrix the robot,4/29/2016,$1.99,N/A (N/A),"25,502","12,815","±3,234","7,902","±2,540",3:34:00,3:45:00
1,964,The Hive,8/25/2016,$19.99,35% (73%),"256,172","12,815","±3,234","9,184","±2,738",4:25:00,1:38:00
1,542,Megapolis,6/15/2016,$3.99,N/A (N/A),"50,278","12,601","±3,207","8,757","±2,674",2:56:00,3:13:00
1,586,Democracy 3 Africa,4/12/2016,$14.99,32% (71%),"188,889","12,601","±3,207","9,397","±2,770",6:46:00,3:40:00
1,1492,Life in Bunker,2/25/2016,$15.99,17% (59%),"201,490","12,601","±3,207","10,679","±2,953",4:34:00,3:23:00
1,654,Highrise Heroes: Word Challenge,1/8/2016,$4.99,N/A (N/A),"61,811","12,387","±3,180","7,902","±2,540",6:55:00,5:08:00
1,354,Abrix for kids,8/12/2016,$4.99,N/A (N/A),"60,748","12,174","±3,152","7,902","±2,540",2:41:00,3:12:00
1,358,Spectre,10/3/2016,$4.99,N/A (N/A),"60,748","12,174","±3,152","1,709","±1,181",0:16:00,0:24:00
1,1307,White Noise 2,10/27/2016,$7.99,67% (87%),"97,270","12,174","±3,152","10,892","±2,982",2:59:00,2:19:00
1,255,March of the Living,4/20/2016,$14.99,47% (79%/63%),"179,280","11,960","±3,125","10,892","±2,982",4:14:00,2:40:00
1,547,Villagers,3/25/2016,$19.99,6% (43%),"239,080","11,960","±3,125","11,106","±3,011",7:09:00,5:04:00
1,823,Elysium: Blood Games,1/5/2016,$2.99,N/A (N/A),"35,124","11,747","±3,097","8,116","±2,574",3:07:00,3:15:00
1,1401,Slayaway Camp,10/25/2016,$8.99,99% (98%),"105,606","11,747","±3,097","10,252","±2,893",3:56:00,2:10:00
1,318,Townopolis,4/27/2016,$3.99,N/A (N/A),"46,017","11,533","±3,068","7,262","±2,435",2:55:00,2:53:00
1,517,Where's My Helmet?,5/20/2016,$0.99,N/A (N/A),"11,418","11,533","±3,068","7,475","±2,470",3:15:00,3:29:00
1,1442,8-Bit Invaders!,12/16/2016,$14.99,67% (87%),"172,880","11,533","±3,068","8,757","±2,674",3:55:00,1:49:00
1,134,Epic Manager,12/12/2016,$17.99,30% (70%/74%),"203,629","11,319","±3,040","11,106","±3,011",7:04:00,3:18:00
1,645,BATTLE PIXELS,1/14/2016,$1.99,N/A (N/A),"22,525","11,319","±3,040","8,970","±2,706",4:07:00,3:38:00
1,684,Raining Blobs,1/15/2016,$9.99,N/A (N/A),"113,077","11,319","±3,040","5,980","±2,209",3:42:00,4:20:00
1,1142,Oil Enterprise,4/20/2016,$19.99,14% (56%),"226,267","11,319","±3,040","10,679","±2,953",8:04:00,3:31:00
1,1243,Shift,8/16/2016,$0.49,N/A (N/A),"5,546","11,319","±3,040","6,834","±2,362",2:47:00,3:08:00
1,385,Rebirth of Island,11/4/2016,$4.19,N/A (N/A),"46,534","11,106","±3,011","4,912","±2,002",4:14:00,3:27:00
1,397,Cube Land Arena,3/29/2016,$1.99,N/A (N/A),"22,101","11,106","±3,011","8,543","±2,641",6:25:00,6:35:00
1,1241,Lost In Woods 2,9/26/2016,$3.99,N/A (N/A),"44,313","11,106","±3,011","8,543","±2,641",3:47:00,3:42:00
1,1531,Call Of The Mighty Warriors,6/2/2016,$0.49,N/A (N/A),"5,442","11,106","±3,011","7,902","±2,540",5:57:00,6:28:00
1,489,Romopolis,5/18/2016,$3.99,N/A (N/A),"43,459","10,892","±2,982","7,048","±2,399",2:50:00,3:11:00
1,612,Magic Quest,5/6/2016,$4.99,N/A (N/A),"54,351","10,892","±2,982","6,834","±2,362",4:16:00,4:44:00
1,439,Earthlock: Festival of Magic,9/27/2016,$29.99,47% (79%),"320,263","10,679","±2,953","8,116","±2,574",7:34:00,2:16:00
1,675,Lost World Zero,2/12/2016,$9.99,N/A (N/A),"106,683","10,679","±2,953","6,621","±2,325",2:46:00,3:03:00
1,443,Forgotten Lore,5/29/2016,$9.99,N/A (N/A),"104,545","10,465","±2,923","5,767","±2,170",4:10:00,3:25:00
1,178,Overfall,5/17/2016,$14.99,64% (86%/71%),"153,677","10,252","±2,893","8,757","±2,674",9:45:00,6:50:00
1,276,No Pineapple Left Behind,2/18/2016,$9.99,N/A (N/A/59%),"102,417","10,252","±2,893","1,495","±1,104",0:44:00,1:09:00
1,348,Herding Dog,1/15/2016,$2.99,N/A (N/A),"30,653","10,252","±2,893","5,339","±2,088",2:22:00,3:14:00
1,803,Fear Equation,1/15/2016,$14.99,N/A (N/A),"153,677","10,252","±2,893","5,980","±2,209",3:32:00,4:11:00
1,571,Day D: Tower Rush,7/7/2016,$6.99,N/A (N/A),"70,166","10,038","±2,863","6,834","±2,362",4:50:00,4:33:00
1,920,Space Rogue,9/15/2016,$19.99,28% (68%),"200,660","10,038","±2,863","8,970","±2,706",10:30:00,5:56:00
1,315,Color Syndrome,8/1/2016,$0.99,N/A (N/A),"9,726","9,824","±2,832","6,834","±2,362",3:36:00,3:34:00
1,436,Control Craft 2,2/15/2016,$2.99,N/A (N/A),"29,374","9,824","±2,832","7,262","±2,435",4:13:00,4:34:00
1,462,Party Saboteurs,10/20/2016,$9.99,N/A (N/A),"98,142","9,824","±2,832","5,980","±2,209",2:39:00,2:45:00
1,1502,BoomTown! Deluxe,10/14/2016,$4.99,N/A (N/A),"49,022","9,824","±2,832",641,±723,3:00:00,2:54:00
1,459,Music Wars Empire,6/1/2016,$14.99,N/A (N/A),"144,069","9,611","±2,801","2,136","±1,320",11:26:00,18:36:00
1,595,Judgment: Apocalypse Survival Simulaiton,4/11/2016,$14.99,61% (85%),"144,069","9,611","±2,801","8,757","±2,674",7:53:00,3:31:00
1,287,The Great Escape,1/11/2016,$3.99,N/A (N/A/54%),"37,494","9,397","±2,770","5,553","±2,129",3:32:00,3:30:00
1,366,Infinity Wings - Scout & Grunt,3/11/2016,$2.99,N/A (N/A),"28,097","9,397","±2,770","6,621","±2,325",3:04:00,3:30:00
1,372,Fantasy Kingdom Simulator,6/13/2016,$1.99,N/A (N/A),"18,700","9,397","±2,770",641,±723,0:23:00,0:10:00
1,481,Snooker Nation Championship,4/27/2016,$4.99,34% (72%),"46,891","9,397","±2,770","6,834","±2,362",3:48:00,2:55:00
1,805,A.I. Space Corps,2/5/2016,$4.99,N/A (N/A),"46,891","9,397","±2,770",641,±723,0:03:00,0:01:00
1,475,UnReal World,2/26/2016,$10.99,95% (96%),"100,932","9,184","±2,738","7,475","±2,470",11:20:00,1:37:00
1,1447,Disgraced,11/18/2016,$9.99,N/A (N/A),"91,748","9,184","±2,738","5,767","±2,170",2:16:00,2:31:00
1,444,War Birds: WW2 Air strike 1942,3/18/2016,$3.99,N/A (N/A),"35,790","8,970","±2,706","6,194","±2,248",2:13:00,2:38:00
1,455,Hyspherical 2,2/16/2016,$3.99,N/A (N/A),"35,790","8,970","±2,706","6,834","±2,362",3:23:00,3:32:00
1,496,The Dark Legions,7/9/2016,$1.99,N/A (N/A),"17,850","8,970","±2,706","1,281","±1,022",4:46:00,3:06:00
1,584,Auro: A Monster-Bumping Adventure,4/13/2016,$1.99,N/A (N/A),"17,850","8,970","±2,706","1,709","±1,181",3:18:00,3:40:00
1,725,The Fleets of Sol,4/1/2016,$8.99,N/A (N/A),"80,640","8,970","±2,706","2,776","±1,505",1:37:00,2:08:00
1,1219,Star Tactics,9/7/2016,$7.99,N/A (N/A),"71,670","8,970","±2,706","5,553","±2,129",4:53:00,4:27:00
1,1465,Man O' War: Corsair,4/15/2016,$29.99,80% (91%),"262,622","8,757","±2,674","8,543","±2,641",6:46:00,2:08:00
1,1506,Squeezone,9/16/2016,$3.99,N/A (N/A),"34,940","8,757","±2,674","7,048","±2,399",4:27:00,4:18:00
1,425,Acorn Assault: Rodent Revolution,3/2/2016,$9.99,N/A (N/A),"83,207","8,329","±2,608","4,912","±2,002",3:11:00,3:28:00
1,935,The Mims Beginning,5/18/2016,$19.99,43% (77%),"166,497","8,329","±2,608","5,980","±2,209",12:48:00,6:14:00
1,388,Flobe,2/22/2016,$0.99,N/A (N/A),"8,035","8,116","±2,574","5,767","±2,170",5:12:00,4:58:00
1,529,Royal Heroes,3/16/2016,$4.99,37% (74%),"40,499","8,116","±2,574","5,980","±2,209",11:27:00,5:35:00
1,537,Secrets of Deep Earth Shrine,5/3/2016,$7.99,N/A (N/A),"64,847","8,116","±2,574","5,980","±2,209",4:36:00,4:39:00
1,608,Go Mission: Space Travel,7/21/2016,$1.99,N/A (N/A),"16,151","8,116","±2,574","5,126","±2,045",4:58:00,4:24:00
1,896,Starship Corporation,4/29/2016,$19.99,18% (60%),"162,239","8,116","±2,574","7,262","±2,435",5:45:00,2:26:00
1,1005,Unclaimed World,10/4/2016,$18.99,28% (68%),"150,059","7,902","±2,540","7,048","±2,399",5:33:00,3:29:00
1,343,Rabbit Island,7/13/2016,$1.99,N/A (N/A),"15,301","7,689","±2,505","5,339","±2,088",4:09:00,4:21:00
1,579,丛林守望者,7/18/2016,$3.99,N/A (N/A),"30,679","7,689","±2,505","4,699","±1,958",3:29:00,3:38:00
1,585,Link,4/22/2016,$4.99,N/A (N/A),"38,368","7,689","±2,505","4,485","±1,913",3:08:00,3:11:00
1,656,Space Food Truck,3/25/2016,$19.99,34% (72%),"153,703","7,689","±2,505","7,048","±2,399",8:43:00,5:17:00
1,1298,Everything is Peachy,8/25/2016,$3.99,N/A (N/A),"30,679","7,689","±2,505",641,±723,0:09:00,0:05:00
1,1361,LUXIS,10/26/2016,$4.99,N/A (N/A),"38,368","7,689","±2,505","5,553","±2,129",2:47:00,3:10:00
1,1491,Defense of Egypt: Cleopatra Mission,9/29/2016,$6.99,N/A (N/A),"53,746","7,689","±2,505",0,±0,0:00:00,0:00:00
1,435,Yrminsul,3/2/2016,$9.99,N/A (N/A),"74,675","7,475","±2,470","3,631","±1,721",3:41:00,4:23:00
1,724,C.R.E.E.P.S,3/16/2016,$11.99,N/A (N/A),"89,625","7,475","±2,470",854,±835,0:10:00,0:06:00
1,782,Crystal Rift,3/30/2016,$9.99,18% (60%),"74,675","7,475","±2,470","4,912","±2,002",1:04:00,0:29:00
1,369,Sorcerer King - Rivals,9/22/2016,$29.99,28% (68%),"217,787","7,262","±2,435","5,126","±2,045",8:50:00,9:30:00
1,421,Magma Chamber,4/1/2016,$4.99,N/A (N/A),"36,237","7,262","±2,435","4,485","±1,913",3:24:00,3:29:00
1,508,Zombie City Defense 2,8/19/2016,$9.99,34% (72%),"72,547","7,262","±2,435","7,048","±2,399",7:26:00,1:48:00
1,580,Kimulator : Fight for your destiny,8/11/2016,$0.91,14% (56%),"6,608","7,262","±2,435","5,126","±2,045",4:40:00,4:47:00
1,597,Box Maze,9/9/2016,$0.49,N/A (N/A),"3,558","7,262","±2,435","4,699","±1,958",3:33:00,2:56:00
1,1321,Just Deserts,7/25/2016,$9.99,67% (87%),"72,547","7,262","±2,435","4,272","±1,867",7:09:00,6:23:00
1,1545,The Gleam: VR Escape the Room,10/14/2016,$3.99,N/A (N/A),"28,975","7,262","±2,435","4,058","±1,820",1:49:00,2:11:00
1,500,3 Coins At School,4/20/2016,$4.99,N/A (N/A),"35,170","7,048","±2,399","5,126","±2,045",4:19:00,4:50:00
1,576,Fairies vs. Darklings: Arcane Edition,2/29/2016,$2.99,N/A (N/A),"21,074","7,048","±2,399","4,272","±1,867",3:57:00,3:29:00
1,646,Solar Division,4/20/2016,$14.99,N/A (N/A),"105,650","7,048","±2,399","5,767","±2,170",5:37:00,5:29:00
1,1389,EmergeNYC,11/3/2016,$34.99,73% (89%),"246,610","7,048","±2,399","5,767","±2,170",6:11:00,2:38:00
1,1444,Mars Industries,10/24/2016,$1.99,N/A (N/A),"13,600","6,834","±2,362","3,844","±1,771",2:49:00,3:24:00
1,399,Earth Space Colonies,7/1/2016,$14.99,12% (54%),"99,249","6,621","±2,325","5,980","±2,209",5:07:00,2:32:00
1,430,Mini Thief,6/13/2016,$1.99,61% (85%),"13,176","6,621","±2,325","4,272","±1,867",2:23:00,1:33:00
1,1293,Sairento VR,12/21/2016,$24.99,98% (97%),"165,459","6,621","±2,325","5,553","±2,129",1:28:00,0:40:00
1,1311,Happy Empire,8/19/2016,$4.99,N/A (N/A),"33,039","6,621","±2,325",214,±417,0:28:00,0:09:00
1,563,Caravan,9/30/2016,$10.04,34% (72%),"64,326","6,407","±2,287","5,126","±2,045",4:51:00,5:55:00
1,1591,Dawn's Light 2,11/8/2016,$1.49,N/A (N/A),"9,546","6,407","±2,287","3,844","±1,771",4:42:00,3:23:00
1,505,Lord Mayor,7/21/2016,$1.99,N/A (N/A),"12,326","6,194","±2,248",0,±0,0:00:00,0:00:00
1,590,Cosmic Cavern 3671　　宇宙最大の地底最大の作戦,7/14/2016,$4.99,N/A (N/A),"30,908","6,194","±2,248","4,272","±1,867",14:53:00,4:16:00
1,320,TableTop Soccer,4/22/2016,$1.99,N/A (N/A),"11,900","5,980","±2,209","5,126","±2,045",2:40:00,3:19:00
1,382,Perfect Angle VR - Zen edition,6/9/2016,$4.99,N/A (N/A),"29,840","5,980","±2,209",641,±723,0:09:00,0:08:00
1,414,Blades of the Righteous,3/7/2016,$2.99,N/A (N/A),"17,880","5,980","±2,209","4,485","±1,913",3:46:00,3:42:00
1,610,Urban Pirate,6/17/2016,$6.99,N/A (N/A),"40,311","5,767","±2,170","3,631","±1,721",5:37:00,8:41:00
1,614,Thorne - Death Merchants,3/25/2016,$2.99,47% (79%),"17,243","5,767","±2,170","3,631","±1,721",3:04:00,3:43:00
1,598,Galaxy Reavers,9/18/2016,$4.99,30% (70%),"27,709","5,553","±2,129","5,126","±2,045",17:20:00,9:00:00
1,1260,Hade,12/2/2016,$2.99,N/A (N/A),"16,603","5,553","±2,129","3,417","±1,670",4:31:00,3:47:00
1,1458,Day of the Trumplings,9/3/2016,$0.99,N/A (N/A),"5,497","5,553","±2,129",641,±723,0:20:00,0:19:00
1,1493,Tavernier,8/25/2016,$2.99,N/A (N/A),"16,603","5,553","±2,129","4,699","±1,958",1:56:00,2:21:00
1,493,Fortify,4/8/2016,$4.99,32% (71%),"26,642","5,339","±2,088","5,126","±2,045",1:41:00,1:06:00
1,1267,Lectrovolt II,8/23/2016,$2.99,N/A (N/A),"15,964","5,339","±2,088",0,±0,0:00:00,0:00:00
1,1415,Miniature - The Story Puzzle,10/28/2016,$4.99,N/A (N/A),"26,642","5,339","±2,088",641,±723,0:48:00,0:47:00
1,412,XLR,4/5/2016,$4.99,N/A (N/A),"25,579","5,126","±2,045","1,709","±1,181",0:18:00,0:13:00
1,442,Attack Heroes,4/14/2016,$9.99,30% (70%),"51,209","5,126","±2,045","4,272","±1,867",4:08:00,1:50:00
1,567,Unending Galaxy,2/19/2016,$9.99,25% (66%),"51,209","5,126","±2,045","3,631","±1,721",48:42:00,2:33:00
1,634,Nomad Fleet,4/19/2016,$9.99,28% (68%),"51,209","5,126","±2,045","4,058","±1,820",4:49:00,3:51:00
1,731,Game Tycoon 2,4/8/2016,$14.99,7% (44%),"76,839","5,126","±2,045","4,699","±1,958",0:59:00,0:29:00
1,850,Zombie Wars: Invasion,1/14/2016,$2.99,N/A (N/A),"15,327","5,126","±2,045","3,417","±1,670",3:23:00,4:12:00
1,1352,Alpha Decay,11/8/2016,$2.49,N/A (N/A),"12,764","5,126","±2,045","2,990","±1,562",3:11:00,3:20:00
1,1589,Secret Santa,12/1/2016,$2.99,N/A (N/A),"15,327","5,126","±2,045",214,±417,1:02:00,0:20:00
1,349,Insane,3/31/2016,$7.99,N/A (N/A),"39,247","4,912","±2,002",641,±723,0:40:00,0:35:00
1,415,Cat Simulator,2/12/2016,$1.49,7% (46%),"7,319","4,912","±2,002","2,563","±1,446",0:05:00,0:06:00
1,1265,Make America Great Again,9/15/2016,$2.99,N/A (N/A),"14,687","4,912","±2,002",0,±0,0:00:00,0:00:00
1,1517,Le Havre: The Inland Port,8/29/2016,$6.99,N/A (N/A),"34,335","4,912","±2,002","3,204","±1,617",2:40:00,3:08:00
1,326,Solitairica,5/31/2016,$9.99,83% (92%),"46,943","4,699","±1,958","3,631","±1,721",8:42:00,9:18:00
1,441,Dino Eggs: Rebirth,6/8/2016,$9.99,N/A (N/A),"46,943","4,699","±1,958",214,±417,0:50:00,0:16:00
1,591,Ant Queen,6/17/2016,$8.99,11% (52%),"42,244","4,699","±1,958","4,699","±1,958",4:38:00,5:14:00
1,776,Ground Breakers,6/15/2016,$9.99,N/A (N/A),"46,943","4,699","±1,958","3,204","±1,617",2:53:00,3:28:00
1,1282,Franchise Hockey Manager 3,10/31/2016,$39.99,N/A (N/A),"187,913","4,699","±1,958","4,699","±1,958",73:51:00,30:59:00
1,1426,Alien Hostage,11/30/2016,$2.99,N/A (N/A),"14,050","4,699","±1,958","2,990","±1,562",2:59:00,3:26:00
1,1323,Hieroglyphika,2/3/2016,$9.99,32% (71%),"44,805","4,485","±1,913","3,204","±1,617",1:19:00,1:43:00
1,1363,Zombitatos the end of the Pc master race,9/9/2016,$0.91,25% (66%),"4,081","4,485","±1,913","2,776","±1,505",5:02:00,5:59:00
1,329,AuroraRL,4/8/2016,$1.69,61% (85%),"7,220","4,272","±1,867","2,990","±1,562",6:18:00,7:41:00
1,509,Super Dungeon Tactics,12/14/2016,$19.99,N/A (N/A),"85,397","4,272","±1,867","3,417","±1,670",5:11:00,3:25:00
1,1565,Eurgava™ - Fight for Haaria,12/1/2016,$7.99,N/A (N/A),"34,133","4,272","±1,867","2,349","±1,385",2:55:00,3:25:00
1,588,Rencounter,11/4/2016,$2.99,30% (70%),"12,133","4,058","±1,820","2,349","±1,385",5:48:00,7:41:00
1,868,World Defense : A Fragmented Reality Game,3/7/2016,$4.99,N/A (N/A),"20,249","4,058","±1,820",854,±835,0:20:00,0:24:00
1,1419,50 years,8/23/2016,$4.99,87% (93%),"20,249","4,058","±1,820","2,990","±1,562",3:04:00,2:17:00
1,322,DROD RPG: Tendry's Tale,2/12/2016,$5.99,N/A (N/A),"23,026","3,844","±1,771",427,±590,0:20:00,0:08:00
1,409,Kaboom Monsters,7/7/2016,$2.99,N/A (N/A),"11,494","3,844","±1,771","2,136","±1,320",3:29:00,4:50:00
1,417,Extravaganza Rising,7/21/2016,$5.99,N/A (N/A),"23,026","3,844","±1,771","2,349","±1,385",4:10:00,4:37:00
1,566,Labyrinth,3/7/2016,$9.99,67% (87%),"38,402","3,844","±1,771","3,631","±1,721",1:44:00,2:30:00
1,1477,Constricting Cubes,11/7/2016,$4.99,N/A (N/A),"19,182","3,844","±1,771",214,±417,0:05:00,0:01:00
1,507,Eador. Imperium,6/2/2016,$19.99,35% (73%),"72,584","3,631","±1,721","2,776","±1,505",5:53:00,5:18:00
1,561,Hero Generations: ReGen,8/19/2016,$14.99,N/A (N/A),"54,429","3,631","±1,721","2,563","±1,446",1:42:00,1:46:00
1,574,Last Heroes 3,4/1/2016,$1.99,N/A (N/A),"7,226","3,631","±1,721",854,±835,1:31:00,1:24:00
1,603,Domino Sky,4/5/2016,$3.99,67% (87%),"14,488","3,631","±1,721","2,349","±1,385",1:25:00,1:32:00
1,613,Emerge: Cities of the Apocalypse,4/27/2016,$3.99,N/A (N/A),"14,488","3,631","±1,721","2,990","±1,562",11:04:00,8:54:00
1,1571,The Legions of Rome,9/13/2016,$2.99,N/A (N/A),"10,857","3,631","±1,721","1,922","±1,252",2:56:00,2:18:00
1,406,Infinity Saga,2/29/2016,$2.99,N/A (N/A),"10,217","3,417","±1,670","2,136","±1,320",7:10:00,3:27:00
1,461,Meridian: Squad 22,8/11/2016,$14.99,N/A (N/A),"51,221","3,417","±1,670","1,922","±1,252",12:39:00,4:39:00
1,616,The Kindred,2/24/2016,$14.99,N/A (N/A),"51,221","3,417","±1,670","3,417","±1,670",2:55:00,2:08:00
1,641,Early Access : Fracture the Flag,12/7/2016,$4.99,43% (77%),"17,051","3,417","±1,670","3,204","±1,617",1:51:00,0:50:00
1,1261,Castle Must Be Mine,11/11/2016,$6.99,100% (100%),"23,885","3,417","±1,670","2,563","±1,446",0:44:00,0:33:00
1,1513,Void Destroyer 2,9/22/2016,$14.99,87% (93%),"51,221","3,417","±1,670","2,349","±1,385",13:10:00,6:03:00
1,400,Rolling Gauntlet,1/19/2016,$0.99,N/A (N/A),"3,172","3,204","±1,617",0,±0,0:00:00,0:00:00
1,405,HACK_IT,5/5/2016,$4.99,1% (21%),"15,988","3,204","±1,617","2,136","±1,320",0:52:00,1:05:00
1,472,Aurora Dusk: Steam Age,4/28/2016,$9.99,61% (85%),"32,008","3,204","±1,617","2,776","±1,505",3:29:00,1:52:00
1,548,Void,8/16/2016,$4.99,N/A (N/A),"15,988","3,204","±1,617","2,349","±1,385",2:13:00,1:53:00
1,775,Rivalry,1/22/2016,$2.99,N/A (N/A),"9,580","3,204","±1,617","3,204","±1,617",4:50:00,4:15:00
1,813,Beyond Reality,1/8/2016,$1.24,N/A (N/A),"3,973","3,204","±1,617","1,922","±1,252",2:35:00,5:35:00
1,1213,Warbands: Bushido,11/29/2016,$6.99,61% (85%),"22,396","3,204","±1,617","2,776","±1,505",17:33:00,16:54:00
1,1280,Death by Game Show,1/22/2016,$9.99,N/A (N/A),"32,008","3,204","±1,617","2,136","±1,320",1:30:00,2:12:00
1,1398,Creeper World Anniversary Edition,11/16/2016,$4.99,N/A (N/A),"15,988","3,204","±1,617","2,349","±1,385",43:41:00,13:16:00
1,1433,Pure Chess,9/9/2016,$12.99,30% (70%),"41,620","3,204","±1,617","2,563","±1,446",3:45:00,2:57:00
1,1434,"Grid Legion, Storm",9/1/2016,$7.99,N/A (N/A),"25,600","3,204","±1,617",0,±0,0:00:00,0:00:00
1,1543,Far Beyond: A space odyssey,10/28/2016,$19.99,61% (85%),"64,048","3,204","±1,617","2,563","±1,446",2:34:00,1:23:00
1,1592,Fast Action Hero,10/3/2016,$11.99,80% (91%),"38,416","3,204","±1,617","2,776","±1,505",0:45:00,0:38:00
1,233,Tahira: Echoes of the Astral Empire,8/31/2016,$14.99,N/A (N/A/66%),"44,820","2,990","±1,562","2,136","±1,320",4:11:00,6:59:00
1,336,Stars in Shadow,9/15/2016,$24.99,77% (90%),"74,720","2,990","±1,562","2,776","±1,505",4:59:00,5:51:00
1,432,Soulcaster: Part I & II,5/24/2016,$4.99,N/A (N/A),"14,920","2,990","±1,562","1,495","±1,104",4:03:00,3:30:00
1,445,The Sentient,2/29/2016,$9.99,N/A (N/A),"29,870","2,990","±1,562","2,349","±1,385",6:18:00,9:27:00
1,503,Color Chemistry,2/25/2016,$1.99,N/A (N/A),"5,950","2,990","±1,562","1,495","±1,104",3:15:00,3:06:00
1,546,Soup,3/18/2016,$1.99,N/A (N/A),"5,950","2,990","±1,562","2,349","±1,385",3:19:00,3:29:00
1,606,The Storm Guard: Darkness is Coming,8/25/2016,$19.99,43% (77%),"59,770","2,990","±1,562","2,990","±1,562",9:39:00,13:48:00
1,1467,Subterra,10/28/2016,$2.99,N/A (N/A),"8,940","2,990","±1,562","1,495","±1,104",2:22:00,2:31:00
1,297,Guards,8/19/2016,$3.99,93% (95%/49%),"11,076","2,776","±1,505","1,281","±1,022",2:04:00,3:24:00
1,568,Kittypocalypse,8/15/2016,$19.99,90% (94%),"55,492","2,776","±1,505","2,563","±1,446",5:55:00,20:04:00
1,730,Defect,7/28/2016,$14.99,N/A (N/A),"41,612","2,776","±1,505","2,563","±1,446",1:40:00,0:36:00
1,1228,INVERSUS,8/16/2016,$14.99,99% (98%),"41,612","2,776","±1,505","1,922","±1,252",2:27:00,3:32:00
1,1359,Creeper World 2 Anniversary Edition,11/16/2016,$4.99,N/A (N/A),"13,852","2,776","±1,505","1,281","±1,022",11:20:00,10:26:00
1,1386,12 Labours of Hercules VI: Race for Olympus,12/21/2016,$2.99,N/A (N/A),"8,300","2,776","±1,505","1,068",±933,12:00:00,11:55:00
1,1567,Zenza,11/23/2016,$3.99,N/A (N/A),"11,076","2,776","±1,505","1,068",±933,4:07:00,4:16:00
1,341,Super Button Soccer,7/20/2016,$6.99,N/A (N/A),"17,915","2,563","±1,446","1,495","±1,104",3:38:00,3:39:00
1,454,Zavix Tower,7/21/2016,$14.99,45% (78%),"38,419","2,563","±1,446","2,563","±1,446",9:56:00,7:31:00
1,497,Snow Fortress,12/16/2016,$14.99,N/A (N/A),"38,419","2,563","±1,446","1,922","±1,252",0:48:00,0:50:00
1,499,FleetCOMM,5/23/2016,$9.99,N/A (N/A),"25,604","2,563","±1,446",214,±417,0:40:00,0:13:00
1,512,Worlds of Chaos : Corruption,2/10/2016,$11.99,N/A (N/A),"30,730","2,563","±1,446",214,±417,1:53:00,0:37:00
1,526,Flag N Frag,4/29/2016,$2.99,N/A (N/A),"7,663","2,563","±1,446","1,495","±1,104",3:09:00,3:12:00
1,549,BalanCity,9/21/2016,$7.99,N/A (N/A),"20,478","2,563","±1,446","1,709","±1,181",2:21:00,3:23:00
1,607,Divided We Fall,9/7/2016,$12.99,34% (72%),"33,293","2,563","±1,446","1,709","±1,181",6:18:00,5:06:00
1,827,Space Grunts,1/12/2016,$9.99,N/A (N/A),"25,604","2,563","±1,446","2,136","±1,320",2:20:00,2:25:00
1,1259,Kombine,10/14/2016,$0.49,N/A (N/A),"1,256","2,563","±1,446","1,495","±1,104",3:03:00,3:39:00
1,1294,Moékuri: Adorable + Tactical SRPG,12/16/2016,$11.99,95% (96%),"30,730","2,563","±1,446","1,922","±1,252",8:53:00,12:48:00
1,1393,Dawn's Light,9/1/2016,$0.59,N/A (N/A),"1,512","2,563","±1,446","1,709","±1,181",1:50:00,2:28:00
1,1514,Super Island God VR,11/14/2016,$19.99,N/A (N/A),"51,234","2,563","±1,446","1,709","±1,181",1:00:00,1:29:00
1,335,Shattered Throne,11/28/2016,$9.99,N/A (N/A),"23,467","2,349","±1,385","1,495","±1,104",5:54:00,9:23:00
1,398,Pocket Space Empire,12/5/2016,$19.99,N/A (N/A),"46,957","2,349","±1,385","2,349","±1,385",2:56:00,2:35:00
1,482,Vilmonic,6/15/2016,$9.99,N/A (N/A),"23,467","2,349","±1,385",641,±723,1:00:00,0:56:00
1,515,Pick a Hero,6/9/2016,$0.99,N/A (N/A),"2,326","2,349","±1,385","1,709","±1,181",1:09:00,1:03:00
1,553,Infinium Strike,7/14/2016,$14.99,N/A (N/A),"35,212","2,349","±1,385","1,709","±1,181",2:24:00,2:13:00
1,559,The Great Whale Road,7/28/2016,$14.99,N/A (N/A),"35,212","2,349","±1,385","2,136","±1,320",5:36:00,8:38:00
1,857,Slam,7/11/2016,$3.99,N/A (N/A),"9,373","2,349","±1,385","1,495","±1,104",0:27:00,0:14:00
1,1252,Defense Of Greece TD,11/9/2016,$5.99,N/A (N/A),"14,071","2,349","±1,385",0,±0,0:00:00,0:00:00
1,1284,Think To Die 2,10/14/2016,$0.99,N/A (N/A),"2,326","2,349","±1,385","1,281","±1,022",2:03:00,2:13:00
1,1504,Dots eXtreme,9/13/2016,$1.99,N/A (N/A),"4,675","2,349","±1,385","1,495","±1,104",3:11:00,3:03:00
1,1418,Eclipse: New Dawn for the Galaxy,9/16/2016,$14.99,34% (72%),"32,333","2,157","±1,595","1,541","±1,348",7:34:00,10:29:00
1,324,Tower Defense Utimate,6/10/2016,$5.99,N/A (N/A),"12,795","2,136","±1,320","1,281","±1,022",4:51:00,5:35:00
